key,en,zh-Hans,zh-Hant,ar,de,es,fr,id,it,ja,ko,nl,pl,pt,ru,th,tr,vi
action.open_classic,Open Language Player 2 (Classic),打开 Language Player 2（经典版）,開啟 Language Player 2（經典版）,افتح Language Player 2 (الإصدار الكلاسيكي),Language Player 2 (Classic) öffnen,Abrir Language Player 2 (clásico),Ouvrir Language Player 2 (classique),Buka Language Player 2 (Klasik),Apri Language Player 2 (classica),Language Player 2（クラシック）を開く,Language Player 2(클래식) 열기,Language Player 2 (Classic) openen,Otwórz Language Player 2 (klasyczny),Abrir Language Player 2 (clássico),Открыть Language Player 2 (классическую версию),เปิด Language Player 2 (คลาสสิก),Language Player 2'yi (Klasik) Aç,Mở Language Player 2 (Cổ điển)
action.open_file,Open file,打开文件,開啟檔案,فتح الملف,Datei öffnen,Abrir archivo,Ouvrir le fichier,Buka file,Apri file,ファイルを開く,파일 열기,Bestand openen,Otwórz plik,Abrir arquivo,Открыть файл,เปิดไฟล์,Dosyayı aç,Mở tệp
action.open_in_dictionary,Open in Dictionary,在词典中打开,在辭典中開啟,فتح في القاموس,Im Wörterbuch öffnen,Abrir en el diccionario,Ouvrir dans le dictionnaire,Buka di Kamus,Apri nel dizionario,辞書で開く,사전에서 열기,Openen in woordenboek,Otwórz w słowniku,Abrir no dicionário,Открыть в словаре,เปิดในพจนานุกรม,Sözlükte Aç,Mở trong từ điển
action.open_in_reader,Open in Reader,在阅读器中打开,在閱讀器中開啟,فتح في القارئ,Im Reader öffnen,Abrir en el lector,Ouvrir dans le lecteur,Buka di Pembaca,Apri nel lettore,リーダーで開く,리더로 열기,Openen in lezer,Otwórz w czytniku,Abrir no Leitor,Открыть в читателе,เปิดในโปรแกรมอ่าน,Okuyucuda Aç,Mở trong trình đọc
action.previous,Previous,上一个,上一個,السابق,Zurück,Anterior,Précédent,Sebelumnya,Precedente,前へ,이전,Vorige,Poprzedni,Anterior,Назад,ก่อนหน้า,Önceki,Trước
action.previous_chapter,Previous,上一章,上一章,السابق,Zurück,Anterior,Précédent,Sebelumnya,Precedente,前へ,이전,Vorige,Poprzedni,Anterior,Назад,ก่อนหน้า,Önceki,Trước
action.read,Read,阅读,閱讀,قراءة,Lesen,Leer,Lire,Baca,Leggi,読む,읽기,Lezen,Przeczytaj,Ler,Читать,อ่าน,Oku,Đọc
action.regenerate,Regenerate,重新生成,重新產生,إعادة إنشاء,Neu generieren,Regenerar,Régénérer,Perbarui,Rigenera,再生成,다시 생성,Opnieuw genereren,Regeneruj,Regenerar,Перегенерировать,สร้างใหม่,Yeniden Oluştur,Tạo lại
action.register,Register,注册,註冊,التسجيل,Registrieren,Registrarse,S'inscrire,Daftar,Registrati,登録,회원가입,Registreren,Zarejestruj się,Registrar,Регистрация,ลงทะเบียน,Kayıt Ol,Đăng ký
action.remove,Remove,移除,移除,إزالة,Entfernen,Eliminar,Retirer,Hapus,Rimuovi,削除,제거,Verwijderen,Usuń,Remover,Удалить,นำออก,Kaldır,Xóa
action.remove_admin,Remove Admin,移除管理员,移除管理員,إزالة صلاحية المسؤول,Admin-Rechte entziehen,Eliminar administrador,Retirer les droits admin,Hapus admin,Rimuovi amministratore,管理者権限を削除,관리자 권한 제거,Beheerdersrechten intrekken,Usuń uprawnienia administratora,Remover administrador,Снять права администратора,นำสิทธิ์ผู้ดูแลระบบออก,Yöneticiyi kaldır,Gỡ quyền quản trị
action.remove_and_resave,Remove & re-save,,,إزالة وإعادة الحفظ,Entfernen & erneut speichern,Eliminar y volver a guardar,Supprimer et réenregistrer,Hapus & simpan ulang,Rimuovi e salva di nuovo,削除して再保存,제거 후 다시 저장,Verwijder & sla opnieuw op,Usuń i zapisz ponownie,Remover & salvar novamente,Удалить и сохранить заново,ลบและบันทึกใหม่,Kaldır ve yeniden kaydet,Xóa & lưu lại
action.remove_from_playlist,Remove from playlist,从播放列表移除,從播放清單移除,إزالة من قائمة التشغيل,Aus der Wiedergabeliste entfernen,Eliminar de la lista de reproducción,Retirer de la liste de lecture,Hapus dari daftar putar,Rimuovi dalla playlist,プレイリストから削除,재생 목록에서 제거,Uit afspeellijst verwijderen,Usuń z listy odtwarzania,Remover da lista de reprodução,Удалить из плейлиста,ลบออกจากเพลย์ลิสต์,Çalma listesinden kaldır,Xóa khỏi danh sách phát
action.remove_from_saved,Remove from saved words,取消收藏,從已儲存單字中移除,إزالة من الكلمات المحفوظة,Aus gespeicherten Wörtern entfernen,Eliminar de palabras guardadas,Retirer des mots sauvegardés,Hapus dari kata tersimpan,Rimuovi dalle parole salvate,保存済み単語から削除,저장된 단어에서 제거,Verwijderen uit opgeslagen woorden,Usuń z zapisanych słów,Remover das palavras salvas,Удалить из сохранённых слов,ลบออกจากคำที่บันทึกไว้,Kaydedilen kelimelerden kaldır,Xóa khỏi từ đã lưu
action.remove_not_interested,Remove Not Interested,取消「不感兴趣」,移除「不感興趣」,إزالة غير مهتم,„Nicht interessiert“ entfernen,Eliminar No me interesa,Retirer « Pas intéressé »,Hapus Tidak Tertarik,Rimuovi Non interessato,興味なしを削除,관심 없음 제거,Niet geïnteresseerd verwijderen,Usuń „Nie interesuje”,Remover Não tenho interesse,Убрать «Не интересно»,ลบ ไม่สนใจ,İlgilenmiyorum'u Kaldır,Xóa Không quan tâm
action.remove_subscription,Remove Subscription,移除订阅,移除訂閱,إزالة الاشتراك,Abonnement entfernen,Eliminar suscripción,Supprimer l'abonnement,Hapus langganan,Rimuovi abbonamento,サブスクリプションを削除,구독 제거,Abonnement verwijderen,Usuń subskrypcję,Remover assinatura,Удалить подписку,ลบการสมัครสมาชิก,Aboneliği kaldır,Xóa đăng ký
action.rename,Rename,重命名,重新命名,إعادة تسمية,Umbenennen,Renombrar,Renommer,Ganti Nama,Rinomina,名前を変更,이름 변경,Hernoemen,Zmień nazwę,Renomear,Переименовать,เปลี่ยนชื่อ,Yeniden Adlandır,Đổi tên
action.rename_playlist,Rename Playlist,重命名播放列表,重新命名播放清單,إعادة تسمية قائمة التشغيل,Wiedergabeliste umbenennen,Renombrar lista de reproducción,Renommer la liste de lecture,Ganti nama daftar putar,Rinomina playlist,プレイリスト名を変更,재생 목록 이름 변경,Afspeellijst hernoemen,Zmień nazwę listy odtwarzania,Renomear lista de reprodução,Переименовать плейлист,เปลี่ยนชื่อเพลย์ลิสต์,Çalma listesini yeniden adlandır,Đổi tên danh sách phát
action.renew,Renew,续费,續訂,تجديد,Erneuern,Renovar,Renouveler,Perpanjang,Rinnova,更新,갱신,Vernieuwen,Odnów,Renovar,Обновить,ต่ออายุ,Yenile,Gia hạn
action.resend,Resend,重新发送,重新傳送,إعادة الإرسال,Erneut senden,Reenviar,Renvoyer,Kirim ulang,Reinvia,再送信,재전송,Opnieuw verzenden,Wyślij ponownie,Reenviar,Отправить снова,ส่งอีกครั้ง,Tekrar gönder,Gửi lại
action.resend_code,Resend Code,重新发送验证码,重發驗證碼,إعادة إرسال الرمز,Code erneut senden,Reenviar código,Renvoyer le code,Kirim Ulang Kode,Reinvia codice,コードを再送する,코드 재전송,Code opnieuw verzenden,Wyślij kod ponownie,Reenviar Código,Отправить код повторно,ส่งรหัสอีกครั้ง,Kodu Yeniden Gönder,Gửi lại mã
action.reset_not_interested,Reset channels marked not interested,重置标记为“不感兴趣”的频道,重設標記為「不感興趣」的頻道,"إعادة تعيين القنوات المميزة بـ""غير مهتم""","Kanäle zurücksetzen, die als ""Nicht interessiert"" markiert sind","Restablecer canales marcados como ""No me interesa""","Réinitialiser les chaînes marquées ""Pas intéressé""","Setel ulang saluran yang ditandai ""Tidak Tertarik""","Reimposta i canali contrassegnati come ""Non mi interessa""",「興味なし」とマークされたチャンネルをリセット,"""관심 없음""으로 표시된 채널 재설정","Kanalen resetten die als ""Niet geïnteresseerd"" zijn gemarkeerd","Zresetuj kanały oznaczone jako ""Nie interesuje mnie""","Redefinir canais marcados como ""Não tenho interesse""","Сбросить каналы, отмеченные как ""Не интересно""","รีเซ็ตช่องที่ทำเครื่องหมาย ""ไม่สนใจ""","""İlgilenmiyorum"" olarak işaretlenen kanalları sıfırla","Đặt lại các kênh được đánh dấu ""Không quan tâm"""
action.restore_purchases,Restore Purchases,恢复购买,還原購買,استعادة المشتريات,Käufe wiederherstellen,Restaurar Compras,Restaurer les achats,Pulihkan Pembelian,Ripristina Acquisti,購入履歴を復元,구매 복원,Aankopen Herstellen,Przywróć Zakupy,Restaurar Compras,Восстановить покупки,กู้คืนการซื้อ,Satın Alımları Geri Yükle,Khôi phục giao dịch mua
action.retry,Retry,重试,重試,إعادة المحاولة,Erneut versuchen,Reintentar,Réessayer,Coba Lagi,Riprova,再試行,재시도,Opnieuw proberen,Spróbuj ponownie,Tentar novamente,Повторить,ลองอีกครั้ง,Tekrar Dene,Thử lại
action.save,Save,保存,儲存,حفظ,Speichern,Guardar,Enregistrer,Simpan,Salva,保存,저장,Opslaan,Zapisz,Salvar,Сохранить,บันทึก,Kaydet,Lưu
action.save_word,Save word,收藏单词,儲存單字,حفظ الكلمة,Wort speichern,Guardar palabra,Sauvegarder le mot,Simpan kata,Salva parola,単語を保存,단어 저장,Woord opslaan,Zapisz słowo,Salvar palavra,Сохранить слово,บันทึกคำ,Kelimeyi Kaydet,Lưu từ
action.search,Search,搜索,搜尋,بحث,Suchen,Buscar,Rechercher,Cari,Cerca,検索,검색,Zoeken,Szukaj,Pesquisar,Поиск,ค้นหา,Ara,Tìm kiếm
action.search_images,Search images,搜索图片,搜尋圖片,البحث عن صور,Bilder suchen,Buscar imágenes,Rechercher des images,Cari gambar,Cerca immagini,画像を検索,이미지 검색,Afbeeldingen zoeken,Szukaj obrazów,Pesquisar imagens,Поиск изображений,ค้นหารูปภาพ,Görsel ara,Tìm kiếm hình ảnh
action.see_all,See All,查看全部,查看全部,عرض الكل,Alle anzeigen,Ver todo,Voir tout,Lihat Semua,Vedi tutto,すべて表示,모두 보기,Alles bekijken,Zobacz wszystkie,Ver tudo,Показать всё,ดูทั้งหมด,Tümünü Gör,Xem tất cả
action.send_reset_link,Send Reset Link,发送重置链接,傳送重設連結,إرسال رابط إعادة التعيين,Reset-Link senden,Enviar enlace de restablecimiento,Envoyer le lien de réinitialisation,Kirim Tautan Reset,Invia link di ripristino,リセットリンクを送信,재설정 링크 보내기,Resetlink versturen,Wyślij link resetowania,Enviar link de redefinição,Отправить ссылку для сброса,ส่งลิงก์รีเซ็ต,Sıfırlama Bağlantısı Gönder,Gửi liên kết đặt lại
action.share,Share,分享,分享,مشاركة,Teilen,Compartir,Partager,Bagikan,Condividi,共有,공유,Delen,Udostępnij,Compartilhar,Поделиться,แชร์,Paylaş,Chia sẻ
action.show_less,Show less,收起,收起,عرض أقل,Weniger anzeigen,Mostrar menos,Afficher moins,Tampilkan lebih sedikit,Mostra di meno,折りたたむ,접기,Toon minder,Pokaż mniej,Mostrar menos,Показать меньше,แสดงน้อยลง,Daha az göster,Ẩn bớt
action.show_more,Show more,显示更多,顯示更多,عرض المزيد,Mehr anzeigen,Mostrar más,Afficher plus,Tampilkan lebih banyak,Mostra di più,もっと見る,더 보기,Toon meer,Pokaż więcej,Mostrar mais,Показать больше,แสดงเพิ่มเติม,Daha fazla göster,Xem thêm
action.show_sidebar,Show sidebar,显示侧栏,顯示側欄,إظهار الشريط الجانبي,Seitenleiste einblenden,Mostrar barra lateral,Afficher la barre latérale,Tampilkan bilah sisi,Mostra barra laterale,サイドバーを表示,사이드바 보기,Zijbalk weergeven,Pokaż pasek boczny,Mostrar barra lateral,Показать боковую панель,แสดงแถบด้านข้าง,Kenar çubuğunu göster,Hiện thanh bên
action.sign_in,Sign In,登录,登入,تسجيل الدخول,Anmelden,Iniciar sesión,Se connecter,Masuk,Accedi,サインイン,로그인,Inloggen,Zaloguj się,Iniciar sessão,Войти,ลงชื่อเข้าใช้,Oturum Aç,Đăng nhập
action.sign_out,Sign Out,退出登录,登出,تسجيل الخروج,Abmelden,Cerrar sesión,Se déconnecter,Keluar,Esci,ログアウト,로그아웃,Uitloggen,Wyloguj się,Sair,Выйти,ออกจากระบบ,Çıkış yap,Đăng xuất
action.sign_up,Sign up,注册,註冊,التسجيل,Registrieren,Registrarse,S'inscrire,Daftar,Registrati,登録,가입하기,Registreren,Zarejestruj się,Cadastrar,Регистрация,สมัครสมาชิก,Kaydol,Đăng ký
action.speak,Speak,朗读,朗讀,تحدث,Sprechen,Hablar,Parler,Bicara,Parla,読み上げ,말하기,Spreken,Mów,Falar,Говорить,พูด,Konuş,Nói
action.start_learning,Start Learning,开始学习,開始學習囉,ابدأ التعلم,Lernen beginnen,Comenzar a aprender,Commencer à apprendre,Mulai Belajar,Inizia a imparare,学習を開始する,학습 시작,Begin met leren,Rozpocznij naukę,Começar a Aprender,Начать обучение,เริ่มเรียนรู้,Öğrenmeye Başla,Bắt đầu học
action.start_learning_lang,Start Learning {name},开始学习{name},開始學習{name},ابدأ تعلم {name},{name} lernen,Empieza a aprender {name},Commencez à apprendre {name},Mulai belajar {name},Inizia a imparare {name},{name}の学習を始める,{name} 학습 시작하기,Begin met {name} leren,Zacznij uczyć się {name},Comece a aprender {name},Начать изучение {name},เริ่มเรียน{name},{name} öğrenmeye başla,Bắt đầu học {name}
action.start_watching,Start Watching,开始观看,開始觀看,بدء المشاهدة,Anschauen starten,Comenzar a ver,Commencer à regarder,Mulai Menonton,Inizia a guardare,視聴を開始,시청 시작,Beginnen met kijken,Zacznij oglądać,Começar a assistir,Начать просмотр,เริ่มรับชม,İzlemeye Başla,Bắt đầu xem
