error.user_info_not_found,User info not found,未找到用户信息,找不到使用者資料耶,Gebruikersinligting nie gevind nie,لم يتم العثور على معلومات المستخدم,Informació d'usuari no trobada,Benutzerinformationen nicht gefunden,Οι πληροφορίες χρήστη δεν βρέθηκαν,Información de usuario no encontrada,Käyttäjätietoja ei löytynyt,Informations utilisateur introuvables,Níor aimsíodh eolas úsáideora,उपयोगकर्ता जानकारी नहीं मिली,Informacije o korisniku nisu pronađene,Felhasználói információk nem találhatók,Info pengguna tidak ditemukan,Informazioni utente non trovate,ユーザー情報が見つかりません,사용자 정보를 찾을 수 없습니다,Gebruikersinformatie niet gevonden,Brukerinformasjon ikke funnet,Nie znaleziono informacji o użytkowniku,Informações do usuário não encontradas,Informațiile utilizatorului nu au fost găsite,Информация о пользователе не найдена,Informacije o korisniku nisu pronađene,Användarinformation hittades inte,Maelezo ya mtumiaji hayajapatikana,ไม่พบข้อมูลผู้ใช้,Kullanıcı bilgisi bulunamadı,Không tìm thấy thông tin người dùng
feature.see_all_subtitles,See all subtitles search results beyond the first three.,查看前三个之外的所有字幕搜索结果。,看到第三個之後的所有字幕搜尋結果。,Sien alle onderskrifsoekresultate na die eerste drie.,عرض جميع نتائج البحث في الترجمات بعد الثلاثة الأولى.,Veure tots els resultats de cerca de subtítols més enllà dels tres primers.,Alle Untertitel-Suchergebnisse über die ersten drei hinaus anzeigen.,Δείτε όλα τα αποτελέσματα αναζήτησης υπότιτλων πέρα από τα πρώτα τρία.,Ver todos los resultados de búsqueda de subtítulos más allá de los tres primeros.,Näytä kaikki tekstityshaun tulokset kolmen ensimmäisen jälkeen.,Voir tous les résultats de recherche de sous-titres au-delà des trois premiers.,Féach ar gach toradh cuardaigh fotheideal thar na chéad trí cinn.,प्रथम तीन से परे सभी उपशीर्षक खोज परिणाम देखें।,Pogledaj sve rezultate pretraživanja podnaslova nakon prva tri.,Az összes felirat keresési eredményének megtekintése az első három után.,Lihat semua hasil pencarian subtitle di luar tiga pertama.,Visualizza tutti i risultati di ricerca dei sottotitoli oltre i primi tre.,最初の3つ以外のすべての字幕検索結果を表示します。,처음 세 개 이후의 모든 자막 검색 결과를 봅니다.,Bekijk alle zoekresultaten voor ondertitels na de eerste drie.,Se alle undertittelens søkeresultater utover de tre første.,Zobacz wszystkie wyniki wyszukiwania napisów poza pierwszymi trzema.,Veja todos os resultados de pesquisa de legendas além dos três primeiros.,Vezi toate rezultatele căutării de subtitrări dincolo de primele trei.,Просмотреть все результаты поиска субтитров за пределами первых трех.,Pogledaj sve rezultate pretrage titlova nakon prva tri.,Se alla undertextsökresultat bortom de tre första.,Angalia matokeo yote ya utafutaji wa manukuu zaidi ya matatu ya kwanza.,ดูผลการค้นหาคำบรรยายทั้งหมดนอกเหนือจากสามรายการแรก,İlk üçten sonraki tüm altyazı arama sonuçlarını görün.,Xem tất cả kết quả tìm kiếm phụ đề ngoài ba kết quả đầu tiên.
feature.use_all_ai,Use all AI features throughout the app.,在整个应用中使用所有人工智能功能。,在整個APP裡使用所有AI功能。,Gebruik alle KI-funksies regdeur die toepassing.,استخدام جميع ميزات الذكاء الاصطناعي في جميع أنحاء التطبيق.,Utilitzar totes les funcions d'IA a tota l'aplicació.,Alle KI-Funktionen in der gesamten App nutzen.,Χρησιμοποιήστε όλες τις λειτουργίες AI σε όλη την εφαρμογή.,Usar todas las funciones de IA en toda la aplicación.,Käytä kaikkia tekoälytoimintoja koko sovelluksessa.,Utilisez toutes les fonctionnalités d'IA dans l'application.,Úsáid gach gné AI ar fud na haipe.,ऐप में सभी एआई सुविधाओं का उपयोग करें।,Koristi sve AI funkcije kroz cijelu aplikaciju.,Az alkalmazás összes AI-funkciójának használata.,Gunakan semua fitur AI di seluruh aplikasi.,Usa tutte le funzioni di IA in tutta l'app.,アプリ全体でAI機能を使用します。,앱 전체에서 모든 AI 기능을 사용합니다.,Gebruik alle AI-functies in de hele app.,Bruk alle AI-funksjoner i hele appen.,Korzystaj ze wszystkich funkcji AI w całej aplikacji.,Use todos os recursos de IA em todo o aplicativo.,Folosește toate funcțiile AI în întreaga aplicație.,Используйте все функции ИИ в приложении.,Koristi sve AI funkcije u celoj aplikaciji.,Använd alla AI-funktioner i hela appen.,Tumia vipengele vyote vya AI katika programu.,ใช้ฟีเจอร์ AI ทั้งหมดในแอป,Uygulama genelinde tüm AI özelliklerini kullanın.,Sử dụng tất cả tính năng AI trong toàn bộ ứng dụng.
feature.view_entire_transcripts,View entire transcripts beyond the first ten lines.,查看前十行之外的完整文字记录。,看到第十行之後的完整逐字稿。,Bekyk volledige transkripsies na die eerste tien reëls.,عرض النصوص الكاملة بعد الأسطر العشرة الأولى.,Veure transcripcions completes més enllà de les deu primeres línies.,Vollständige Transkripte über die ersten zehn Zeilen hinaus anzeigen.,Δείτε ολόκληρα τα απομαγνητοφωνημένα κείμενα πέρα από τις πρώτες δέκα γραμμές.,Ver transcripciones completas más allá de las diez primeras líneas.,Näytä kokonaiset transkriptiot kymmenen ensimmäisen rivin jälkeen.,Voir les transcriptions complètes au-delà des dix premières lignes.,Féach ar thras-scríbhinní iomlána thar na chéad deich líne.,पहली दस पंक्तियों से परे पूरे प्रतिलेख देखें।,Pogledaj cijele transkripte nakon prvih deset redaka.,Az egész átiratok megtekintése az első tíz soron túl.,Lihat seluruh transkrip di luar sepuluh baris pertama.,Visualizza le trascrizioni complete oltre le prime dieci righe.,最初の10行を超える全トランスクリプトを表示します。,처음 10줄 이후의 전체 대본을 봅니다.,Bekijk volledige transcripties na de eerste tien regels.,Vis hele transkripsjoner utover de ti første linjene.,Zobacz pełne transkrypcje poza pierwszymi dziesięcioma wierszami.,Veja todas as transcrições além das dez primeiras linhas.,Vezi transcripțiile complete dincolo de primele zece rânduri.,Просмотр всей расшифровки за пределами первых десяти строк.,Pogledaj cele transkripte nakon prvih deset redova.,Visa hela transkript bortom de första tio raderna.,Tazama nakala kamili zaidi ya mistari kumi ya kwanza.,ดูการถอดความทั้งหมดนอกเหนือจากสิบบรรทัดแรก,İlk on satırın ötesindeki tüm transkriptleri görüntüleyin.,Xem toàn bộ bản ghi ngoài mười dòng đầu tiên.
footnote.currency,2. All currencies in US dollars (USD).,2. 所有货币均以美元（USD）计。,2. 所有價格都是美金喔。,2. Alle geldeenhede in Amerikaanse dollar (USD).,2. جميع العملات بالدولار الأمريكي (USD).,2. Totes les monedes en dòlars americans (USD).,2. Alle Währungen in US-Dollar (USD).,2. Όλα τα νομίσματα σε δολάρια ΗΠΑ (USD).,2. Todas las monedas en dólares estadounidenses (USD).,2. Kaikki valuutat Yhdysvaltain dollareina (USD).,2. Toutes les devises en dollars américains (USD).,2. Gach airgeadra i ndollair SAM (USD).,2. सभी मुद्राएँ अमेरिकी डॉलर (USD) में।,2. Sve valute su u američkim dolarima (USD).,2. Minden pénznem amerikai dollárban (USD).,2. Semua mata uang dalam dolar AS (USD).,2. Tutte le valute sono in dollari USA (USD).,2. すべての通貨は米ドル (USD) です。,2. 모든 통화는 미국 달러(USD)로 표시됩니다.,2. Alle valuta in Amerikaanse dollars (USD).,2. Alle valutaer i amerikanske dollar (USD).,2. Wszystkie waluty w dolarach amerykańskich (USD).,2. Todas as moedas em dólares americanos (USD).,2. Toate valutele sunt în dolari americani (USD).,2. Все валюты указаны в долларах США (USD).,2. Sve valute su u američkim dolarima (USD).,2. Alla valutor är i amerikanska dollar (USD).,2. Fedha zote ziko katika dola za Marekani (USD).,2. สกุลเงินทั้งหมดเป็นดอลลาร์สหรัฐ (USD),2. Tüm para birimleri ABD doları (USD) cinsindendir.,2. Tất cả tiền tệ tính bằng đô la Mỹ (USD).
footnote.lifetime_assumption,1. Assuming you will live longer than 2.4 years.,1. 假设你的寿命超过2.4年。,1. 假設你活得比2.4年還久啦。,1. Aangeneem dat jy langer as 2.4 jaar sal leef.,1. بافتراض أنك ستعيش أكثر من 2.4 سنة.,"1. Suposant que viuràs més de 2,4 anys.","1. Angenommen, Sie leben länger als 2,4 Jahre.","1. Υποθέτοντας ότι θα ζήσετε περισσότερο από 2,4 χρόνια.",1. Suponiendo que vivirás más de 2.4 años.,"1. Olettaen, että elät pidempään kuin 2,4 vuotta.","1. En supposant que vous viviez plus de 2,4 ans.",1. Ag glacadh leis go mairfidh tú níos faide ná 2.4 bliain.,1. मान लें कि आप 2.4 वर्षों से अधिक जीवित रहेंगे।,"1. Pod pretpostavkom da ćeš živjeti dulje od 2,4 godine.","1. Feltételezve, hogy 2,4 évnél tovább él.","1. Menganggap Anda akan hidup lebih dari 2,4 tahun.","1. Supponendo che vivrai più di 2,4 anni.",1. あなたが2.4年以上生きることを前提としています。,1. 2.4년 이상 살 것이라고 가정합니다.,"1. Ervan uitgaande dat je langer dan 2,4 jaar zult leven.","1. Forutsatt at du lever lenger enn 2,4 år.","1. Zakładając, że będziesz żyć dłużej niż 2,4 roku.","1. Supondo que você viva mais de 2,4 anos.","1. Presupunând că vei trăi mai mult de 2,4 ani.","1. Предполагается, что вы проживете более 2,4 лет.","1. Pod pretpostavkom da ćeš živeti duže od 2,4 godine.","1. Förutsatt att du lever längre än 2,4 år.",1. Ukidhani utaishi zaidi ya miaka 2.4.,1. สมมติว่าคุณจะมีชีวิตอยู่นานกว่า 2.4 ปี,"1. 2,4 yıldan fazla yaşayacağınızı varsayarak.","1. Giả định rằng bạn sẽ sống lâu hơn 2,4 năm."
level.cefr.1,CEFR Pre-A1,欧洲共同语言参考标准 Pre-A1级,歐洲語言共同參考標準 Pre-A1級,ERK Pre-A1,الإطار الأوروبي المرجعي المشترك ما قبل A1,MECR Pre-A1,GER Pre-A1,CEFR Pre-A1,MCER Pre-A1,EVK Pre-A1,CEFR Pre-A1,CEFR Pre-A1,CEFR प्री-A1,ZEROJ Pre-A1,CEFR Pre-A1,CEFR Pre-A1,QCER Pre-A1,CEFR Pre-A1,CEFR Pre-A1,ERK Pre-A1,CEFR Pre-A1,ESOKJ Pre-A1,CEFR Pre-A1,CECRL Pre-A1,CEFR Pre-A1,ZEO Pre-A1,CEFR Pre-A1,CEFR Pre-A1,CEFR ก่อน A1,CEFR Pre-A1,CEFR Tiền A1
level.cefr.2,CEFR A1,欧洲共同语言参考标准 A1级,歐洲語言共同參考標準 A1級,ERK A1,الإطار الأوروبي المرجعي المشترك A1,MECR A1,GER A1,CEFR A1,MCER A1,EVK A1,CEFR A1,CEFR A1,CEFR A1,ZEROJ A1,CEFR A1,CEFR A1,QCER A1,CEFR A1,CEFR A1,ERK A1,CEFR A1,ESOKJ A1,CEFR A1,CECRL A1,CEFR A1,ZEO A1,CEFR A1,CEFR A1,CEFR A1,CEFR A1,CEFR A1
level.cefr.3,CEFR A2,欧洲共同语言参考标准 A2级,歐洲語言共同參考標準 A2級,ERK A2,الإطار الأوروبي المرجعي المشترك A2,MECR A2,GER A2,CEFR A2,MCER A2,EVK A2,CEFR A2,CEFR A2,CEFR A2,ZEROJ A2,CEFR A2,CEFR A2,QCER A2,CEFR A2,CEFR A2,ERK A2,CEFR A2,ESOKJ A2,CEFR A2,CECRL A2,CEFR A2,ZEO A2,CEFR A2,CEFR A2,CEFR A2,CEFR A2,CEFR A2
level.cefr.4,CEFR B1,欧洲共同语言参考标准 B1级,歐洲語言共同參考標準 B1級,ERK B1,الإطار الأوروبي المرجعي المشترك B1,MECR B1,GER B1,CEFR B1,MCER B1,EVK B1,CEFR B1,CEFR B1,CEFR B1,ZEROJ B1,CEFR B1,CEFR B1,QCER B1,CEFR B1,CEFR B1,ERK B1,CEFR B1,ESOKJ B1,CEFR B1,CECRL B1,CEFR B1,ZEO B1,CEFR B1,CEFR B1,CEFR B1,CEFR B1,CEFR B1
level.cefr.5,CEFR B2,欧洲共同语言参考标准 B2级,歐洲語言共同參考標準 B2級,ERK B2,الإطار الأوروبي المرجعي المشترك B2,MECR B2,GER B2,CEFR B2,MCER B2,EVK B2,CEFR B2,CEFR B2,CEFR B2,ZEROJ B2,CEFR B2,CEFR B2,QCER B2,CEFR B2,CEFR B2,ERK B2,CEFR B2,ESOKJ B2,CEFR B2,CECRL B2,CEFR B2,ZEO B2,CEFR B2,CEFR B2,CEFR B2,CEFR B2,CEFR B2
level.cefr.6,CEFR C1,欧洲共同语言参考标准 C1级,歐洲語言共同參考標準 C1級,ERK C1,الإطار الأوروبي المرجعي المشترك C1,MECR C1,GER C1,CEFR C1,MCER C1,EVK C1,CEFR C1,CEFR C1,CEFR C1,ZEROJ C1,CEFR C1,CEFR C1,QCER C1,CEFR C1,CEFR C1,ERK C1,CEFR C1,ESOKJ C1,CEFR C1,CECRL C1,CEFR C1,ZEO C1,CEFR C1,CEFR C1,CEFR C1,CEFR C1,CEFR C1
level.cefr.7,CEFR C2,欧洲共同语言参考标准 C2级,歐洲語言共同參考標準 C2級,ERK C2,الإطار الأوروبي المرجعي المشترك C2,MECR C2,GER C2,CEFR C2,MCER C2,EVK C2,CEFR C2,CEFR C2,CEFR C2,ZEROJ C2,CEFR C2,CEFR C2,QCER C2,CEFR C2,CEFR C2,ERK C2,CEFR C2,ESOKJ C2,CEFR C2,CECRL C2,CEFR C2,ZEO C2,CEFR C2,CEFR C2,CEFR C2,CEFR C2,CEFR C2
level.hsk.1,HSK 1,汉语水平考试1级,漢語水平考試1級,HSK 1,اختبار الكفاءة في اللغة الصينية 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1급,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1,HSK 1
level.hsk.2,HSK 2,汉语水平考试2级,漢語水平考試2級,HSK 2,اختبار الكفاءة في اللغة الصينية 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2급,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2,HSK 2
level.hsk.3,HSK 3,汉语水平考试3级,漢語水平考試3級,HSK 3,اختبار الكفاءة في اللغة الصينية 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3급,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3,HSK 3
level.hsk.4,HSK 4,汉语水平考试4级,漢語水平考試4級,HSK 4,اختبار الكفاءة في اللغة الصينية 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4급,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4,HSK 4
level.hsk.5,HSK 5,汉语水平考试5级,漢語水平考試5級,HSK 5,اختبار الكفاءة في اللغة الصينية 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5급,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5,HSK 5
level.hsk.6,HSK 6,汉语水平考试6级,漢語水平考試6級,HSK 6,اختبار الكفاءة في اللغة الصينية 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6급,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6,HSK 6
